Resolution,Date,Summary
A/HRC/25/L.46,2014/03/25,Special Rapporteur on the situation of human rights defenders :amendment /Human Rights Council at its 25th session
A/HRC/25/L.47,2014/03/25,Special Rapporteur on the situation of human rights defenders :amendment /Human Rights Council at its 25th session
A/HRC/RES/25/1,2014/03/27,"Promoting reconciliation, accountability and human rights in Sri Lanka :resolution /adopted by the Human Rights Council at its 25th session"
A/HRC/RES/25/4,2014/03/27,Integrity of the judicial system :resolution /adopted by the Human Rights Council at its 25th session
A/HRC/RES/25/9,2014/03/27,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation :resolution /adopted by the Human Rights Council at its 25th session"
A/HRC/RES/25/15,2014/03/27,Promotion of a democratic and equitable international order :resolution /adopted by the Human Rights Council at its 25th session
A/HRC/RES/25/16,2014/03/27,"Mandate of the Independent Expert on the effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights :resolution /adopted by the Human Rights Council at its 25th session"
A/HRC/RES/25/22,2014/03/28,"Ensuring use of remotely piloted aircraft or armed drones in counter-terrorism and military operations in accordance with international law, including international human rights and humanitarian law :resolution /adopted by the Human Rights Council at its 25th session"
A/HRC/RES/25/30,2014/03/28,Follow-up to the report of the United Nations Independent International Fact-Finding Mission on the Gaza Conflict :resolution /adopted by the Human Rights Council at its 25th session
A/HRC/26/L.34,2014/06/24,The question of the death penalty :amendment /Human Rights Council at its 26th session
A/HRC/26/L.35,2014/06/24,The question of the death penalty :amendment /Human Rights Council at its 26th session
A/HRC/26/L.36,2014/06/24,The question of the death penalty :amendment /Human Rights Council at its 26th session
A/HRC/26/L.37,2014/06/24,Protection of the family :amendment /Human Rights Council at its 26th session
A/HRC/RES/26/2,2014/06/26,The question of the death penalty :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/6,2014/06/26,Mandate of the Independent Expert on human rights and international solidarity :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/9,2014/06/26,Elaboration of an international legally binding instrument on transnational corporations and other business enterprises with respect to human rights :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/11,2014/06/26,Protection of the family :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/16,2014/06/26,"Human rights and the regulation of civilian acquisition, possession and use of firearms :resolution /adopted by the Human Rights Council at its 26th session"
A/HRC/RES/26/23,2014/06/27,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/25,2014/06/27,Situation of human rights in Belarus :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/26,2014/06/27,Promotion and protection of the human rights of peasants and other people working in rural areas :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/26/30,2014/06/27,Cooperation and assistance to Ukraine in the field of human rights :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/S-21/1,2014/07/23,"Ensuring respect for international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 21st special session"
A/HRC/27/L.33,2014/09/23,Human rights and unilateral coercive measures :amendment /Human Rights Council at its 27th session
A/HRC/27/L.44,2014/09/23,Human rights and unilateral coercive measures :amendment /Human Rights Council at its 27th session
A/HRC/27/L.34,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.35,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.36,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.38,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.39,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.40,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.41,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.42,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.43,2014/09/23,Civil society space :amendment /Human Rights Council at its 27th session
A/HRC/27/L.45,2014/09/23,"Human rights, sexual orientation and gender identity :amendment /Human Rights Council at its 27th session"
